id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
45740929,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,170.28,2026-04-03T00:00:00.000,Tassa Auto
45740928,ABI03069,Intesa Sanpaolo S.p.A,03622120131,ASST di Lecco,23900,LC,48.97,2026-04-03T00:00:00.000,TICKET_SANITARIO
45740927,ABI03069,Intesa Sanpaolo S.p.A,03622120131,ASST di Lecco,23900,LC,26.00,2026-04-03T00:00:00.000,TICKET_SANITARIO
45740926,BCITITMM,Intesa Sanpaolo S.p.A,09319690963,ASST Fatebenefratelli Sacco,20157,MI,15.00,2026-04-03T00:00:00.000,ASST703_TASSACONCORSO
45740925,ABI07076,BANCA CREMASCA E MANTOVANA,01629350198,ASST di Crema,26013,CR,17.30,2026-04-03T00:00:00.000,TICKET_SANITARIO
45740924,ABI08474,BANCA DEL PICENO CREDITO COOPERATIVO SOC.COOP.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.60,2026-04-03T00:00:00.000,solleciti
45740923,CIPBITMM,Nexi,03622120131,ASST di Lecco,23900,LC,25.00,2026-04-03T00:00:00.000,TICKET_SANITARIO
45740922,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,72.59,2026-04-03T00:00:00.000,Tassa Auto
45740921,ABI03296,Banca Fideuram,84507570152,Comune di Lodi,26900,LO,95.00,2026-04-03T00:00:00.000,ads_mensa_scolastica
45740917,ABI36080,Admiral Pay IP S.r.l.,80008750178,Provincia di Brescia,25121,BS,35.90,2026-04-03T00:00:00.000,os_verbali_pp
45740916,ABI36080,Admiral Pay IP S.r.l.,80008750178,Provincia di Brescia,25121,BS,35.90,2026-04-03T00:00:00.000,os_verbali_pp
45740915,BIC36019,American Express Payment Services,80002130195,Provincia di Cremona,26100,CR,37.40,2026-04-03T00:00:00.000,mun_violazioni_cds
45740914,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,44.81,2026-04-03T00:00:00.000,ts_sanamm
45740913,CIPBITMM,Nexi,02481840201,ASST di Mantova,46100,MN,75.00,2026-04-03T00:00:00.000,TICKET_SANITARIO
45740910,ABI03069,Intesa Sanpaolo S.p.A,84503580155,Comune di Mediglia,20060,MI,320.00,2026-04-03T00:00:00.000,TB_RIFIUTI
45740909,ABI03069,Intesa Sanpaolo S.p.A,00296180185,Comune di Pavia,27100,PV,5.00,2026-04-03T00:00:00.000,incdiv_occupazioni
45740908,ABI02008,Unicredit S.p.A,00761890177,Comune di Brescia,25121,BS,18.20,2026-04-03T00:00:00.000,ts_sanamm
45740907,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,511.24,2026-04-03T00:00:00.000,Tassa Auto
45740905,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,157.79,2026-04-03T00:00:00.000,Tassa Auto
45740904,BCITITMM,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,29.40,2026-04-03T00:00:00.000,ts_sanamm
45740903,BCITITMM,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,32.00,2026-04-03T00:00:00.000,arc_polbollovirt
45740901,SELBIT2B,Banca Sella S.p.A.,03775430980,ATS di Brescia,25124,BS,73.87,2026-04-03T00:00:00.000,ATS326_TICKET
45740868,ABI03069,Intesa Sanpaolo S.p.A,03029240151,Comune di Trezzano Sul Naviglio,20090,MI,98.43,2026-04-03T00:00:00.000,app_mensascolastica
45740867,SELBIT2B,Banca Sella S.p.A.,03775430980,ATS di Brescia,25124,BS,39.87,2026-04-03T00:00:00.000,ATS326_TICKET
45740866,ABI03069,Intesa Sanpaolo S.p.A,03029240151,Comune di Trezzano Sul Naviglio,20090,MI,93.33,2026-04-03T00:00:00.000,app_mensascolastica
45740865,CIPBITMM,Nexi,00283240125,Comune di Sesto Calende,21018,VA,65.00,2026-04-03T00:00:00.000,app_trasportoscolastico
45740864,CIPBITMM,Nexi,80008750178,Provincia di Brescia,25121,BS,57.00,2026-04-03T00:00:00.000,os_verbali_pp
45740859,SELBIT2B,Banca Sella S.p.A.,82000950160,Comune di Bonate Sopra,24040,BG,219.05,2026-04-03T00:00:00.000,in_violazione_cds
45740858,ABI03058,CheBanca! S.p.A.,00761890177,Comune di Brescia,25121,BS,19.20,2026-04-03T00:00:00.000,ts_sanamm
45740850,CIPBITMM,Nexi,80008750178,Provincia di Brescia,25121,BS,57.00,2026-04-03T00:00:00.000,os_verbali_pp
45740849,ABI01005,Banca Nazionale Del Lavoro S.p.A.,80005370137,Comune di Como,22100,CO,40.40,2026-04-03T00:00:00.000,mg_violazioni_cds
45741004,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,30.00,2026-04-03T00:00:00.000,Tassa Auto
45741003,ABI03069,Intesa Sanpaolo S.p.A,00880000153,Comune di Corsico,20094,MI,342.43,2026-04-03T00:00:00.000,pv_erp_affitti
45741002,ABI03069,Intesa Sanpaolo S.p.A,03700710126,Comune di Cadrezzate con Osmate,21062,VA,27.00,2026-04-03T00:00:00.000,SP_TRASPORTO_SCOLASTICO
