id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
45404144,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,222.42,2026-03-23T00:00:00.000,Tassa Auto
45404143,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,175.72,2026-03-23T00:00:00.000,Tassa Auto
45404142,SATYLUL1,Satispay,00297960197,Comune di Cremona,26100,CR,175.00,2026-03-23T00:00:00.000,app_retta_primaria
45404141,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,00297960197,Comune di Cremona,26100,CR,100.00,2026-03-23T00:00:00.000,app_retta_primaria
45404140,ABI03069,Intesa Sanpaolo S.p.A,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,36.00,2026-03-23T00:00:00.000,TICKET_SANITARIO
45404139,BCITITMM,Intesa Sanpaolo S.p.A,03510050127,ASST Dei Sette Laghi,21100,VA,10.00,2026-03-23T00:00:00.000,ASST710_BANDI
45404138,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,00297960197,Comune di Cremona,26100,CR,150.00,2026-03-23T00:00:00.000,app_retta_primaria
45404137,BNLIITRR,Worldline,09320650964,ASST Melegnano e della Martesana,20070,MI,17.90,2026-03-23T00:00:00.000,TICKET_SANITARIO
45404136,ABI03069,Intesa Sanpaolo S.p.A,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,28.20,2026-03-23T00:00:00.000,TICKET_SANITARIO
45404135,ABI36080,Admiral Pay IP S.r.l.,00761890177,Comune di Brescia,25121,BS,63.10,2026-03-23T00:00:00.000,ts_sanamm
45404134,BNLIITRR,Worldline,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,28.15,2026-03-23T00:00:00.000,PRENOTA_SALUTE
45404133,ABI36080,Admiral Pay IP S.r.l.,80008750178,Provincia di Brescia,25121,BS,45.90,2026-03-23T00:00:00.000,os_verbali_pp
45404132,CIPBITMM,Nexi,00761890177,Comune di Brescia,25121,BS,29.40,2026-03-23T00:00:00.000,ts_sanamm
45404131,ABI03062,Banca Mediolanum SpA,03622110132,ASST Lariana,22100,CO,25.00,2026-03-23T00:00:00.000,TICKET_SANITARIO
45404130,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,22.57,2026-03-23T00:00:00.000,Tassa Auto
45404129,PASCITMM,Banca Monte dei Paschi di Siena,80050050154,Regione Lombardia,20124,MI,458.62,2026-03-23T00:00:00.000,Tassa Auto
45404128,POSOIT22XXX,Banca Popolare di Sondrio,00760050179,Comune di Bedizzole,25081,BS,47.39,2026-03-23T00:00:00.000,in_violazione_cds
45404127,ABI03069,Intesa Sanpaolo S.p.A,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,25.00,2026-03-23T00:00:00.000,TICKET_SANITARIO
45404126,MOONITMMXXX,MOONEY S.P.A.,00623530136,Comune di Lecco,23900,LC,29.40,2026-03-23T00:00:00.000,mg_violazioni_cds
45404125,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,249.96,2026-03-23T00:00:00.000,Tassa Auto
45404124,BCITITMM,Intesa Sanpaolo S.p.A,00347890162,Comune di Pianico,24060,BG,50.00,2026-03-23T00:00:00.000,app_mensascolastica
45404121,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,157.09,2026-03-23T00:00:00.000,Tassa Auto
45404120,POSOIT22XXX,Banca Popolare di Sondrio,82001550167,Comune di Calolziocorte,23801,LC,40.00,2026-03-23T00:00:00.000,sm_cu_mp
45404119,BCITITMM,Intesa Sanpaolo S.p.A,09320650964,ASST Melegnano e della Martesana,20070,MI,25.00,2026-03-23T00:00:00.000,PRENOTA_SALUTE
45404118,BCITITMM,Intesa Sanpaolo S.p.A,09322180960,ASST di Lodi,26900,LO,17.90,2026-03-23T00:00:00.000,TICKET_SANITARIO
45404117,CIPBITMM,Nexi,03510050127,ASST Dei Sette Laghi,21100,VA,17.90,2026-03-23T00:00:00.000,TICKET_SANITARIO
45404116,CIPBITMM,Nexi,82000950160,Comune di Bonate Sopra,24040,BG,306.35,2026-03-23T00:00:00.000,in_violazione_cds
45404115,BCITITMM,Intesa Sanpaolo S.p.A,09322180960,ASST di Lodi,26900,LO,16.80,2026-03-23T00:00:00.000,TICKET_SANITARIO
45404114,WOLLNLB1,Worldpay BV,00761890177,Comune di Brescia,25121,BS,148.09,2026-03-23T00:00:00.000,mensascolasticaprimaria
45404195,ABI03069,Intesa Sanpaolo S.p.A,00792720153,Comune di Garbagnate Milanese,20024,MI,566.00,2026-03-23T00:00:00.000,ek_rettediurno
45404194,POSOIT22XXX,Banca Popolare di Sondrio,00761890177,Comune di Brescia,25121,BS,110.00,2026-03-23T00:00:00.000,sch_dirsegedil
45404193,ABI03069,Intesa Sanpaolo S.p.A,81001030162,Comune di Casnigo,24020,BG,60.00,2026-03-23T00:00:00.000,dirittisegreteria
45404192,ABI03069,Intesa Sanpaolo S.p.A,80034840167,Comune di Bergamo,24122,BG,26.00,2026-03-23T00:00:00.000,gm_cimit_votive
45404191,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.30,2026-03-23T00:00:00.000,solleciti
45404190,ABI03069,Intesa Sanpaolo S.p.A,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,404.00,2026-03-23T00:00:00.000,ATS321_UNICA
45404189,ABI03062,Banca Mediolanum SpA,00852210178,Comune di Sarezzo,25068,BS,124.40,2026-03-23T00:00:00.000,in_violazione_cds
45404188,BIC36019,American Express Payment Services,03775830981,ASST della Valcamonica,25043,BS,28.00,2026-03-23T00:00:00.000,PRENOTA_SALUTE
45404187,ABI03069,Intesa Sanpaolo S.p.A,03775430980,ATS di Brescia,25124,BS,48.00,2026-03-23T00:00:00.000,ATS326_RIMB_BOLLO
45404186,ABI03069,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,121.37,2026-03-23T00:00:00.000,Tassa di rinnovo concessioni regionali
45404185,ABI03069,Intesa Sanpaolo S.p.A,80034840167,Comune di Bergamo,24122,BG,26.00,2026-03-23T00:00:00.000,gm_cimit_votive
45404182,ABI03069,Intesa Sanpaolo S.p.A,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,165.15,2026-03-23T00:00:00.000,ATS321_DIFF
45404181,ABI03069,Intesa Sanpaolo S.p.A,00297960197,Comune di Cremona,26100,CR,35.00,2026-03-23T00:00:00.000,is_cupperm
45404180,ABI03069,Intesa Sanpaolo S.p.A,80034840167,Comune di Bergamo,24122,BG,26.00,2026-03-23T00:00:00.000,gm_cimit_votive
45404179,ABI02008,Unicredit S.p.A,09314190969,ATS della Brianza,20900,MB,99.57,2026-03-23T00:00:00.000,ATS324_ECOFIN
45404178,ABI03069,Intesa Sanpaolo S.p.A,82000950160,Comune di Bonate Sopra,24040,BG,39.28,2026-03-23T00:00:00.000,in_violazione_cds
45404177,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.40,2026-03-23T00:00:00.000,solleciti
45404176,CIPBITMM,Nexi,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,30.30,2026-03-23T00:00:00.000,PRENOTA_SALUTE
45404175,ABI03069,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,394.68,2026-03-23T00:00:00.000,Tassa di rinnovo concessioni regionali
45404174,ABI03069,Intesa Sanpaolo S.p.A,80034840167,Comune di Bergamo,24122,BG,104.00,2026-03-23T00:00:00.000,gm_cimit_votive
45404173,ABI03069,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,40.80,2026-03-23T00:00:00.000,Tassa di rinnovo concessioni regionali
45404172,ABI03069,Intesa Sanpaolo S.p.A,80034840167,Comune di Bergamo,24122,BG,26.00,2026-03-23T00:00:00.000,gm_cimit_votive
