id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
45833058,CIPBITMM,Nexi,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,3.00,2026-04-08T00:00:00.000,pedaggi
45833057,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,80034840167,Comune di Bergamo,24122,BG,640.00,2026-04-08T00:00:00.000,f2_rettenido
45833056,BCITITMM,Intesa Sanpaolo S.p.A,03775820982,ASST della Franciacorta,25032,BS,30.50,2026-04-08T00:00:00.000,TICKET_SANITARIO
45833055,MOONITMMXXX,MOONEY S.P.A.,80008750178,Provincia di Brescia,25121,BS,49.40,2026-04-08T00:00:00.000,os_verbali_pp
45833054,CIPBITMM,Nexi,03510050127,ASST Dei Sette Laghi,21100,VA,17.90,2026-04-08T00:00:00.000,TICKET_SANITARIO
45833053,ABI02008,Unicredit S.p.A,00296180185,Comune di Pavia,27100,PV,89.96,2026-04-08T00:00:00.000,incdiv_istruzione
45833052,BCITITMM,Intesa Sanpaolo S.p.A,84507570152,Comune di Lodi,26900,LO,85.00,2026-04-08T00:00:00.000,ads_mensa_scolastica
45833051,CIPBITMM,Nexi,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,3.90,2026-04-08T00:00:00.000,pedaggi
45833050,CIPBITMM,Nexi,04114380167,ASST di Bergamo Est,24068,BG,36.00,2026-04-08T00:00:00.000,PRENOTA_SALUTE
45833049,ABI05034,Banco BPM S.p.A.,03622120131,ASST di Lecco,23900,LC,33.60,2026-04-08T00:00:00.000,TICKET_SANITARIO
45833048,POSOIT22XXX,Banca Popolare di Sondrio,80050050154,Regione Lombardia,20124,MI,495.32,2026-04-08T00:00:00.000,Tassa Auto
45833047,UNCRITMM,UniCredit S.p.A.,00321950164,Comune di Verdellino,24040,BG,63.90,2026-04-08T00:00:00.000,in_violazione_cds
