id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
45028103,BCITITMM,Intesa Sanpaolo S.p.A,09319650967,ASST Ovest Milanese,20025,MI,36.00,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028102,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,72.23,2026-03-09T00:00:00.000,Tassa Auto
45028101,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,243.51,2026-03-09T00:00:00.000,Tassa Auto
45028100,CIPBITMM,Nexi,09320530968,ASST Gaetano Pini CTO,20122,MI,30.30,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028099,CIPBITMM,Nexi,09323530965,ASST Rhodense,20024,MI,36.00,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028098,LB000484,Revolut Payments UAB,00761890177,Comune di Brescia,25121,BS,29.40,2026-03-09T00:00:00.000,ts_sanamm
45028097,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,30.79,2026-03-09T00:00:00.000,Tassa Auto
45028096,CIPBITMM,Nexi,00657640165,Comune di Arcene,24040,BG,100.00,2026-03-09T00:00:00.000,app_mensascolastica
45028095,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,84507570152,Comune di Lodi,26900,LO,60.90,2026-03-09T00:00:00.000,mg_violazioni_cds
45028094,WOLLNLB1,Worldpay BV,04114380167,ASST di Bergamo Est,24068,BG,30.30,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028093,BCITITMM,Intesa Sanpaolo S.p.A,03510190121,ASST Valle Olona,21052,VA,10.00,2026-03-09T00:00:00.000,ASST711_BANDI
45028092,ABI36080,Admiral Pay IP S.r.l.,80008750178,Provincia di Brescia,25121,BS,35.90,2026-03-09T00:00:00.000,os_verbali_pp
45028089,ABI36080,Admiral Pay IP S.r.l.,80008750178,Provincia di Brescia,25121,BS,35.90,2026-03-09T00:00:00.000,os_verbali_pp
45028088,ABI36080,Admiral Pay IP S.r.l.,80008750178,Provincia di Brescia,25121,BS,35.90,2026-03-09T00:00:00.000,os_verbali_pp
45028087,ABI08453,BANCA DI CREDITO COOPERATIVO DI MILANO S.c.,91002210135,Comune di Bosisio Parini,23842,LC,29.40,2026-03-09T00:00:00.000,in_violazione_cds
45028086,BPMOIT22,BPER Banca S.p.A.,09320530968,ASST Gaetano Pini CTO,20122,MI,25.00,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028085,ABI03069,Intesa Sanpaolo S.p.A,03510190121,ASST Valle Olona,21052,VA,23.20,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028084,BCITITMM,Intesa Sanpaolo S.p.A,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,25.00,2026-03-09T00:00:00.000,ASST924_BANDI
45028083,WOLLNLB1,Worldpay BV,00801220153,Comune di Bollate,20021,MI,142.48,2026-03-09T00:00:00.000,pj_mensascolastica
45028082,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,194.31,2026-03-09T00:00:00.000,RL_BIL_PAGOPAPOST
45028081,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,203.40,2026-03-09T00:00:00.000,Tassa Auto
45028080,LB000484,Revolut Payments UAB,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.59,2026-03-09T00:00:00.000,solleciti
45028079,SATYLUL1,Satispay,09320530968,ASST Gaetano Pini CTO,20122,MI,15.00,2026-03-09T00:00:00.000,ASST704_BANDI
45028078,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,194.33,2026-03-09T00:00:00.000,RL_BIL_PAGOPAPOST
45028077,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.06,2026-03-09T00:00:00.000,solleciti
45028076,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,03510190121,ASST Valle Olona,21052,VA,25.40,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028075,MOONITMMXXX,MOONEY S.P.A.,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,25.00,2026-03-09T00:00:00.000,ASST924_BANDI
45028074,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,194.36,2026-03-09T00:00:00.000,RL_BIL_PAGOPAPOST
45028073,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,272.55,2026-03-09T00:00:00.000,Tassa Auto
45028069,CIPBITMM,Nexi,09321970965,ASST Santi Paolo e Carlo,20142,MI,25.00,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028068,ABI03069,Intesa Sanpaolo S.p.A,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,150.00,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028067,ABI03475,ING BANK N.V.,01668320151,Fondazione IRCCS Istituto Neurologico Besta,20133,MI,132.00,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028066,MOONITMMXXX,MOONEY S.P.A.,00761890177,Comune di Brescia,25121,BS,60.90,2026-03-09T00:00:00.000,ts_sanamm
45028062,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,46.39,2026-03-09T00:00:00.000,Tassa Auto
45028060,BCITITMM,Intesa Sanpaolo S.p.A,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,6.04,2026-03-09T00:00:00.000,sin_sollecito
45028059,BCITITMM,Intesa Sanpaolo S.p.A,05017630152,ARIA S.p.A.,20154,MI,60.00,2026-03-09T00:00:00.000,CENED ricarica portafoglio
45028058,ABI03069,Intesa Sanpaolo S.p.A,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,7.44,2026-03-09T00:00:00.000,sin_sollecito
45028057,BCITITMM,Intesa Sanpaolo S.p.A,01549700159,Comune di Solaro,20033,MI,100.00,2026-03-09T00:00:00.000,segrufficiotecnico
45028056,ABI03069,Intesa Sanpaolo S.p.A,03775820982,ASST della Franciacorta,25032,BS,25.00,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028055,PPAYITR1XXX,Postepay,03775820982,ASST della Franciacorta,25032,BS,25.00,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028054,MOONITMMXXX,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,10.20,2026-03-09T00:00:00.000,pedaggi
45028053,POSOIT22XXX,Banca Popolare di Sondrio,00988090148,ASST della Valtellina e dell'Alto Lario,23100,SO,36.00,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028052,WOLLNLB1,Worldpay BV,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,0.70,2026-03-09T00:00:00.000,pedaggi
45028050,SATYLUL1,Satispay,09320530968,ASST Gaetano Pini CTO,20122,MI,15.00,2026-03-09T00:00:00.000,ASST704_BANDI
45028160,ABI03069,Intesa Sanpaolo S.p.A,09319650967,ASST Ovest Milanese,20025,MI,17.90,2026-03-09T01:00:00.000,TICKET_SANITARIO
45028159,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,80.00,2026-03-09T00:00:00.000,arc_sssemiresiddiur
45028158,CIPBITMM,Nexi,80005370137,Comune di Como,22100,CO,40.40,2026-03-09T00:00:00.000,meg_violazioni_cds
45028157,ABI03069,Intesa Sanpaolo S.p.A,00297960197,Comune di Cremona,26100,CR,43.83,2026-03-09T00:00:00.000,is_risc_coattiva
45028156,ABI03069,Intesa Sanpaolo S.p.A,09322180960,ASST di Lodi,26900,LO,30.50,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028155,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,70.27,2026-03-09T00:00:00.000,Tassa Auto
45028154,ABI03069,Intesa Sanpaolo S.p.A,80018470171,Comune di Roncadelle,25030,BS,24.25,2026-03-09T00:00:00.000,mg_sociale_cedepp
45028153,ABI03069,Intesa Sanpaolo S.p.A,80018470171,Comune di Roncadelle,25030,BS,212.50,2026-03-09T00:00:00.000,mg_sociale_cedepp
45028152,ABI03069,Intesa Sanpaolo S.p.A,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,182.00,2026-03-09T00:00:00.000,ASST926_LIB_PROF_DOM
45028151,ABI03069,Intesa Sanpaolo S.p.A,09322180960,ASST di Lodi,26900,LO,30.50,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028150,ABI03069,Intesa Sanpaolo S.p.A,80008750178,Provincia di Brescia,25121,BS,127.60,2026-03-09T00:00:00.000,os_verbali_pp
45028149,ABI36772,HYPE S.P.A.,00271270126,Comune di Induno Olona,21056,VA,10.78,2026-03-09T00:00:00.000,ads_votive
45028148,ABI03069,Intesa Sanpaolo S.p.A,02030880153,Comune di Monza,20900,MI,162.11,2026-03-09T00:00:00.000,servizisociali
45028147,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,147.00,2026-03-09T00:00:00.000,arc_sssemiresiddiur
45028146,BCITITMM,Intesa Sanpaolo S.p.A,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,17.90,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028145,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,88.80,2026-03-09T00:00:00.000,arc_sssemiresiddiur
45028144,ABI03069,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,361.52,2026-03-09T00:00:00.000,Tassa di rinnovo concessioni regionali
45028143,ABI03069,Intesa Sanpaolo S.p.A,00478370182,Comune di Siziano,27010,PV,53.90,2026-03-09T00:00:00.000,pj_mensascolastica
45028142,ABI03069,Intesa Sanpaolo S.p.A,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,182.00,2026-03-09T00:00:00.000,ASST926_LIB_PROF_DOM
45028141,ABI03069,Intesa Sanpaolo S.p.A,00296180185,Comune di Pavia,27100,PV,100.00,2026-03-09T00:00:00.000,incdiv_occupazioni
45028140,ABI03069,Intesa Sanpaolo S.p.A,02253930156,Comune di Sesto San Giovanni,20099,MI,68.00,2026-03-09T00:00:00.000,traspfunebri
45028139,UNCRITMM,UniCredit S.p.A.,80050050154,Regione Lombardia,20124,MI,16.00,2026-03-09T00:00:00.000,MARCA_BOLLO_VIRTUALE_001
45028138,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,283.26,2026-03-09T00:00:00.000,Tassa Auto
45028137,ABI03069,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,361.52,2026-03-09T00:00:00.000,Tassa di rinnovo concessioni regionali
45028136,ABI03069,Intesa Sanpaolo S.p.A,00478370182,Comune di Siziano,27010,PV,85.70,2026-03-09T00:00:00.000,pj_mensascolastica
45028135,BCITITMM,Intesa Sanpaolo S.p.A,09314320962,ASST della Brianza,20871,MB,23.20,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028134,ABI03069,Intesa Sanpaolo S.p.A,00828590158,Comune di San Donato Milanese,20097,MI,45315.22,2026-03-09T00:00:00.000,PROVENTIPARKZTL
45028133,ABI03069,Intesa Sanpaolo S.p.A,00296180185,Comune di Pavia,27100,PV,100.00,2026-03-09T00:00:00.000,incdiv_occupazioni
45028132,BPMOIT22,BPER Banca S.p.A.,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,33.60,2026-03-09T00:00:00.000,TICKET_SANITARIO
45028131,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,145.04,2026-03-09T00:00:00.000,Tassa Auto
45028130,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,8.59,2026-03-09T00:00:00.000,solleciti
45028129,CIPBITMM,Nexi,09319690963,ASST Fatebenefratelli Sacco,20157,MI,36.00,2026-03-09T00:00:00.000,PRENOTA_SALUTE
45028128,LB000484,Revolut Payments UAB,00761890177,Comune di Brescia,25121,BS,60.90,2026-03-09T00:00:00.000,ts_sanamm
45028127,ABI03069,Intesa Sanpaolo S.p.A,83500570151,Comune di Cassina De' Pecchi,20051,MI,302.00,2026-03-09T00:00:00.000,sm_cu_os
45028126,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.27,2026-03-09T00:00:00.000,solleciti
45028125,SELBIT2B,Banca Sella S.p.A.,00792720153,Comune di Garbagnate Milanese,20024,MI,29.40,2026-03-09T00:00:00.000,mg_violazioni_cds
45028124,ABI03069,Intesa Sanpaolo S.p.A,00297960197,Comune di Cremona,26100,CR,1945.00,2026-03-09T00:00:00.000,is_cuptemp
45028123,ABI03069,Intesa Sanpaolo S.p.A,85001870188,Comune di Vigevano,27029,PV,65.60,2026-03-09T00:00:00.000,ts_verbali_cds
45028122,ABI03069,Intesa Sanpaolo S.p.A,09314320962,ASST della Brianza,20871,MB,407.00,2026-03-09T00:00:00.000,ASST717_RICOV
45028121,CIPBITMM,Nexi,02481840201,ASST di Mantova,46100,MN,35.60,2026-03-09T00:00:00.000,PRENOTA_SALUTE
45028120,ABI03069,Intesa Sanpaolo S.p.A,03775430980,ATS di Brescia,25124,BS,1530.00,2026-03-09T00:00:00.000,ATS326_TICKET
45028119,ABI03069,Intesa Sanpaolo S.p.A,83500570151,Comune di Cassina De' Pecchi,20051,MI,122.00,2026-03-09T00:00:00.000,sm_cu_mp
