id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
45199343,ABI03385,Isy Bank S.p.A.,00761890177,Comune di Brescia,25121,BS,39.20,2026-03-14T00:00:00.000,ts_sanamm
45199342,CIPBITMM,Nexi,03510190121,ASST Valle Olona,21052,VA,10.00,2026-03-14T00:00:00.000,ASST711_BANDI
45199341,MOONITMMXXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,69.38,2026-03-14T00:00:00.000,Tassa Auto
45199340,SELBIT2B,Banca Sella S.p.A.,00296180185,Comune di Pavia,27100,PV,20.00,2026-03-14T00:00:00.000,REFEZ
45199339,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,39.20,2026-03-14T00:00:00.000,ts_sanamm
45199338,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,29.40,2026-03-14T00:00:00.000,ts_sanamm
45199337,ABI08386,CRA BINASCO - CREDITO COOPERATIVO S.C.,80102330158,Comune Zibido San Giacomo,20080,MI,140.59,2026-03-14T00:00:00.000,mg_violazioni_cds
45199336,CIPBITMM,Nexi,00625920137,Comune di Bregnano,22070,CO,348.00,2026-03-14T00:00:00.000,in_violazione_cds
45199335,BCITITMM,Intesa Sanpaolo S.p.A,03510050127,ASST Dei Sette Laghi,21100,VA,25.00,2026-03-14T00:00:00.000,TICKET_SANITARIO
45199334,CIPBITMM,Nexi,85001870188,Comune di Vigevano,27029,PV,77.52,2026-03-14T00:00:00.000,ts_verbali_cds
45199333,BCITITMM,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.60,2026-03-14T00:00:00.000,solleciti
45199332,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-03-14T00:00:00.000,ts_sanamm
45199331,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,53.63,2026-03-14T00:00:00.000,Tassa Auto
45199330,ABI03062,Banca Mediolanum SpA,81000670208,Comune Città di Goito,46044,MN,44.00,2026-03-14T00:00:00.000,emisscie
45199328,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,690.19,2026-03-14T00:00:00.000,Tassa Auto
45199327,ABI02008,Unicredit S.p.A,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,7.53,2026-03-14T00:00:00.000,sin_sollecito
