id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
46768483,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,09319650967,ASST Ovest Milanese,20025,MI,30.00,2026-04-25T00:00:00.000,TICKET_SANITARIO
46768481,BCITITMM,Intesa Sanpaolo S.p.A,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,10.00,2026-04-25T00:00:00.000,ASST721_BANDI
46768480,SELBIT2B,Banca Sella S.p.A.,09322180960,ASST di Lodi,26900,LO,103.00,2026-04-25T00:00:00.000,TICKET_SANITARIO
46768479,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,105.12,2026-04-25T00:00:00.000,mensascolasticaprimaria
46768478,CIPBITMM,Nexi,80005370137,Comune di Como,22100,CO,101.40,2026-04-25T00:00:00.000,mg_violazioni_cds
46768477,CIPBITMM,Nexi,02348850989,Unione Dei Comuni della Valtenesi,25080,BS,29.40,2026-04-25T00:00:00.000,in_violazione_cds
46768476,CIPBITMM,Nexi,02348850989,Unione Dei Comuni della Valtenesi,25080,BS,116.90,2026-04-25T00:00:00.000,in_violazione_cds
46768475,BCITITMM,Intesa Sanpaolo S.p.A,03510050127,ASST Dei Sette Laghi,21100,VA,28.00,2026-04-25T00:00:00.000,PRENOTA_SALUTE
46768474,BCITITMM,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,3.90,2026-04-25T00:00:00.000,pedaggi
46768473,CIPBITMM,Nexi,02348850989,Unione Dei Comuni della Valtenesi,25080,BS,39.20,2026-04-25T00:00:00.000,in_violazione_cds
46768472,ABI03069,Intesa Sanpaolo S.p.A,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,15.00,2026-04-25T00:00:00.000,ASST925_TASSA_CONC
46768471,PPAYITR1XXX,Postepay,84000410187,Comune di Barbianello,27041,PV,100.00,2026-04-25T00:00:00.000,mensascolastica
46768443,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,80018050171,Comune di Azzano Mella,25020,BS,518.50,2026-04-25T00:00:00.000,nv_mensascolastica
46768442,BCITITMM,Intesa Sanpaolo S.p.A,09323530965,ASST Rhodense,20024,MI,20.00,2026-04-25T00:00:00.000,ASST706_CP_CART_CLI
46768441,SATYLUL1,Satispay,00883000176,Comune di Villachiara,25030,BS,10.00,2026-04-25T00:00:00.000,CONCORSO_RL
