id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
45532854,MOONITMMXXX,MOONEY S.P.A.,85001870188,Comune di Vigevano,27029,PV,16.52,2026-03-26T16:00:00.000,syg_anagrafe
45532853,ABI08340,Cassa Padana Banca di Credito Cooperativo - Società cooperativa,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,30.00,2026-03-26T16:00:00.000,TICKET_SANITARIO
45532852,CIPBITMM,Nexi,00451040182,Comune di Casteggio,27045,PV,22.00,2026-03-26T16:00:00.000,dirittirilasciocarteidentita
45532851,MOONITMMXXX,MOONEY S.P.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-03-26T16:00:00.000,ts_sanamm
45532850,SATYLUL1,Satispay,09319690963,ASST Fatebenefratelli Sacco,20157,MI,36.00,2026-03-26T16:00:00.000,TICKET_SANITARIO
45532849,BIC32698,LIS Pay SPA,84507570152,Comune di Lodi,26900,LO,20.00,2026-03-26T16:00:00.000,canonilocazione
45532848,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,16.00,2026-03-26T16:00:00.000,MARCA_BOLLO_VIRTUALE_001
45532847,CIPBITMM,Nexi,00761890177,Comune di Brescia,25121,BS,16.00,2026-03-26T16:00:00.000,dirsegpubblic
45532846,BIC32698,LIS Pay SPA,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,398.60,2026-03-26T16:00:00.000,ALER_PV
45532845,CIPBITMM,Nexi,03775660982,ASST del Garda,25015,BS,25.00,2026-03-26T16:00:00.000,TICKET_SANITARIO
45532844,BCITITMM,Intesa Sanpaolo S.p.A,03622110132,ASST Lariana,22100,CO,25.00,2026-03-26T16:00:00.000,TICKET_SANITARIO
45532843,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,119.03,2026-03-26T16:00:00.000,Tassa Auto
45532842,MOONITMMXXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,16.00,2026-03-26T16:00:00.000,MARCA_BOLLO_VIRTUALE_001
45532841,ABI02008,Unicredit S.p.A,00880000153,Comune di Corsico,20094,MI,234.00,2026-03-26T16:00:00.000,ads_rifiuti_ac
45532840,BIC32698,LIS Pay SPA,01082050152,Comune di Casorezzo,20010,MI,200.00,2026-03-26T16:00:00.000,varie
45532839,MOONITMMXXX,MOONEY S.P.A.,00351640172,Comune di Villa Carcina,25169,BS,124.40,2026-03-26T16:00:00.000,in_violazione_cds
45532838,ABI03069,Intesa Sanpaolo S.p.A,00948680178,Comune di Vestone,25078,BS,13.00,2026-03-26T16:00:00.000,ciw_cuppub
45532837,CIPBITMM,Nexi,02030880153,Comune di Monza,20900,MI,42.00,2026-03-26T16:00:00.000,centricivici
45532836,BIC32698,LIS Pay SPA,00828590158,Comune di San Donato Milanese,20097,MI,225.00,2026-03-26T16:00:00.000,CASASPESE
45532835,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-03-26T16:00:00.000,ts_sanamm
45532834,BIC32698,LIS Pay SPA,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,398.60,2026-03-26T16:00:00.000,ALER_PV
45532833,ABI03069,Intesa Sanpaolo S.p.A,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,2019.00,2026-03-26T16:00:00.000,ATS321_SAN_VIG
45532832,SELBIT2B,Banca Sella S.p.A.,03775820982,ASST della Franciacorta,25032,BS,36.00,2026-03-26T16:00:00.000,TICKET_SANITARIO
45532831,PPAYITR1XXX,Postepay,00852210178,Comune di Sarezzo,25068,BS,221.69,2026-03-26T16:00:00.000,in_violazione_cds
45532830,BIC32698,LIS Pay SPA,00828590158,Comune di San Donato Milanese,20097,MI,20.00,2026-03-26T16:00:00.000,CASALOCAZ
45532829,BPMOIT22,BPER Banca S.p.A.,03510190121,ASST Valle Olona,21052,VA,30.00,2026-03-26T16:00:00.000,TICKET_SANITARIO
45532828,POSOIT22XXX,Banca Popolare di Sondrio,05017630152,ARIA S.p.A.,20154,MI,10.00,2026-03-26T16:00:00.000,CENED ricarica portafoglio
45532827,ABI02008,Unicredit S.p.A,03775430980,ATS di Brescia,25124,BS,20.00,2026-03-26T16:00:00.000,ATS326_DIR_SAN
45532826,POSOIT22XXX,Banca Popolare di Sondrio,91002210135,Comune di Bosisio Parini,23842,LC,37.40,2026-03-26T16:00:00.000,in_violazione_cds
45532825,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-03-26T16:00:00.000,ts_sanamm
45532824,ABI03069,Intesa Sanpaolo S.p.A,05017630152,ARIA S.p.A.,20154,MI,2500.00,2026-03-26T16:00:00.000,CURIT ricarica portafoglio
45532823,ABI02008,Unicredit S.p.A,03519480150,Comune di Senago,20030,MI,22.50,2026-03-26T16:00:00.000,mg_cie
45532822,ABI36964,BCC PAY S.p.A.,09319650967,ASST Ovest Milanese,20025,MI,147.00,2026-03-26T16:00:00.000,TICKET_SANITARIO
45532821,BAPPIT21,Banca Popolare di Milano SpA,09323530965,ASST Rhodense,20024,MI,152.00,2026-03-26T16:00:00.000,PRENOTA_SALUTE
45532820,MOETIT31,MoneyNet S.p.A.,85001870188,Comune di Vigevano,27029,PV,30.00,2026-03-26T16:00:00.000,ALER_C_VIGEVANO
