id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
45813172,ABI36964,BCC PAY S.p.A.,00297960197,Comune di Cremona,26100,CR,156.16,2026-04-07T09:00:00.000,canonierp
45813168,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,24.00,2026-04-07T09:00:00.000,sch_dirsegedil
45813165,ABI03069,Intesa Sanpaolo S.p.A,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,36.00,2026-04-07T09:00:00.000,TICKET_SANITARIO
45813164,ABI36964,BCC PAY S.p.A.,00792720153,Comune di Garbagnate Milanese,20024,MI,22.50,2026-04-07T09:00:00.000,mg_dir_anagrafe
45813161,BIC32698,LIS Pay SPA,00297960197,Comune di Cremona,26100,CR,104.83,2026-04-07T09:00:00.000,is_risc_coattiva
45813159,ABI05034,Banco BPM S.p.A.,02030880153,Comune di Monza,20900,MI,35.00,2026-04-07T09:00:00.000,accessoattiedilizia
45813158,ABI05034,Banco BPM S.p.A.,84507570152,Comune di Lodi,26900,LO,32.46,2026-04-07T09:00:00.000,servizicimiteriali
45813157,BIC32698,LIS Pay SPA,01629400191,ASST di Cremona,26100,CR,30.00,2026-04-07T09:00:00.000,TICKET_SANITARIO
45813154,PPAYITR1XXX,Postepay,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,159.27,2026-04-07T09:00:00.000,ATS321_DIFF
45813153,BCITITMM,Intesa Sanpaolo S.p.A,03775430980,ATS di Brescia,25124,BS,26.80,2026-04-07T09:00:00.000,ATS326_TICKET
45813151,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,22.21,2026-04-07T09:00:00.000,arc_cie
45813150,ABI03069,Intesa Sanpaolo S.p.A,00780280178,Comune di Pertica Bassa,25078,BS,90.00,2026-04-07T09:00:00.000,SERV_IDR
45813149,ABI08324,BANCA CENTROPADANA CRED. COOP.,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,7.00,2026-04-07T09:00:00.000,ATS321_VET_SCIA
