id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
46186601,PPAYITR1XXX,Postepay,03775660982,ASST del Garda,25015,BS,10.00,2026-04-20T00:00:00.000,ASST723_S_CONCORSI
46186600,UNCRITMM,UniCredit S.p.A.,80050050154,Regione Lombardia,20124,MI,177.29,2026-04-20T00:00:00.000,Tassa Auto
46186599,BIC36019,American Express Payment Services,09321970965,ASST Santi Paolo e Carlo,20142,MI,17.90,2026-04-20T00:00:00.000,TICKET_SANITARIO
46186598,UNCRITMM,UniCredit S.p.A.,80050050154,Regione Lombardia,20124,MI,181.66,2026-04-20T00:00:00.000,Tassa Auto
46186597,CIPBITMM,Nexi,04114370168,ASST Papa Giovanni XXIII,24127,BG,40.00,2026-04-20T00:00:00.000,ASST718_PAT_CER
46186596,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,227.94,2026-04-20T00:00:00.000,Tassa Auto
46186595,BCITITMM,Intesa Sanpaolo S.p.A,03775660982,ASST del Garda,25015,BS,10.00,2026-04-20T00:00:00.000,ASST723_S_CONCORSI
46186594,UNCRITMM,UniCredit S.p.A.,80050050154,Regione Lombardia,20124,MI,189.38,2026-04-20T00:00:00.000,Tassa Auto
46186593,BNLIITRR,Worldline,03775820982,ASST della Franciacorta,25032,BS,30.30,2026-04-20T00:00:00.000,TICKET_SANITARIO
46186592,BCITITMM,Intesa Sanpaolo S.p.A,09319650967,ASST Ovest Milanese,20025,MI,17.90,2026-04-20T00:00:00.000,TICKET_SANITARIO
46186591,ABI36080,Admiral Pay IP S.r.l.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,12.25,2026-04-20T00:00:00.000,solleciti
46186590,ABI03069,Intesa Sanpaolo S.p.A,09319650967,ASST Ovest Milanese,20025,MI,17.90,2026-04-20T00:00:00.000,TICKET_SANITARIO
46186589,CIPBITMM,Nexi,00297960197,Comune di Cremona,26100,CR,50.00,2026-04-20T00:00:00.000,app_retta_primaria
46186588,BCITITMM,Intesa Sanpaolo S.p.A,09319650967,ASST Ovest Milanese,20025,MI,16.80,2026-04-20T00:00:00.000,PRENOTA_SALUTE
46186587,MOONITMMXXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,203.38,2026-04-20T00:00:00.000,Tassa Auto
46186586,CIPBITMM,Nexi,00297960197,Comune di Cremona,26100,CR,100.00,2026-04-20T00:00:00.000,app_retta
46186585,CIPBITMM,Nexi,80005370137,Comune di Como,22100,CO,40.40,2026-04-20T00:00:00.000,mg_violazioni_cds
46186584,CIPBITMM,Nexi,80005370137,Comune di Como,22100,CO,69.10,2026-04-20T00:00:00.000,mg_violazioni_cds
