id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
45021002,BCITITMM,Intesa Sanpaolo S.p.A,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,36.00,2026-03-08T00:00:00.000,PRENOTA_SALUTE
45021001,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,82.17,2026-03-08T00:00:00.000,RL_BIL_PAGOPAPOST
45020999,BIC36019,American Express Payment Services,09319690963,ASST Fatebenefratelli Sacco,20157,MI,36.00,2026-03-08T00:00:00.000,TICKET_SANITARIO
45020998,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-03-08T00:00:00.000,ts_sanamm
45020997,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,43.56,2026-03-08T00:00:00.000,Tassa Auto
45020996,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,23.00,2026-03-08T00:00:00.000,Tassa Auto
45020995,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,449.24,2026-03-08T00:00:00.000,RL_BIL_PAGOPAPOST
45020994,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,206.78,2026-03-08T00:00:00.000,Tassa Auto
45020993,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,20.00,2026-03-08T00:00:00.000,Tassa Auto
45020992,SATYLUL1,Satispay,80050050154,Regione Lombardia,20124,MI,23.49,2026-03-08T00:00:00.000,Tassa Auto
45020991,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,134.55,2026-03-08T00:00:00.000,Tassa Auto
45020990,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,00297960197,Comune di Cremona,26100,CR,32.34,2026-03-08T00:00:00.000,is_risc_coattiva
45020989,MOONITMMXXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,220.46,2026-03-08T00:00:00.000,Tassa Auto
45020988,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,00297960197,Comune di Cremona,26100,CR,32.37,2026-03-08T00:00:00.000,is_risc_coattiva
45020987,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,114.12,2026-03-08T00:00:00.000,Tassa Auto
45020978,SATYLUL1,Satispay,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.04,2026-03-08T00:00:00.000,solleciti
45020977,SATYLUL1,Satispay,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,15.00,2026-03-08T00:00:00.000,ASST925_TASSA_CONC
45020976,MOONITMMXXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,72.31,2026-03-08T00:00:00.000,Tassa Auto
45020974,MOONITMMXXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,20.89,2026-03-08T00:00:00.000,Tassa Auto
45020972,CIPBITMM,Nexi,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,17.90,2026-03-08T00:00:00.000,TICKET_SANITARIO
45020963,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,00297960197,Comune di Cremona,26100,CR,32.37,2026-03-08T00:00:00.000,is_risc_coattiva
45021024,CIPBITMM,Nexi,05017630152,ARIA S.p.A.,20154,MI,50.00,2026-03-08T00:00:00.000,CENED ricarica portafoglio
45021023,CRPPIT2PXXX,Crédit Agricole Cariparma S.p.A.,83503270155,Comune di Inzago,20065,MI,192.50,2026-03-08T00:00:00.000,app_mensascolastica
45021022,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,20.00,2026-03-08T00:00:00.000,Tassa Auto
45021021,ABI36080,Admiral Pay IP S.r.l.,00761890177,Comune di Brescia,25121,BS,33.90,2026-03-08T00:00:00.000,ts_sanamm
45021020,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,23.00,2026-03-08T00:00:00.000,Licenza di Pesca
45021019,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,142.59,2026-03-08T00:00:00.000,Tassa Auto
45021018,CIPBITMM,Nexi,00761890177,Comune di Brescia,25121,BS,29.40,2026-03-08T00:00:00.000,ts_sanamm
45021017,POSOIT22XXX,Banca Popolare di Sondrio,80008750178,Provincia di Brescia,25121,BS,35.90,2026-03-08T00:00:00.000,os_verbali_pp
45021016,SATYLUL1,Satispay,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,36.00,2026-03-08T00:00:00.000,TICKET_SANITARIO
45021015,ABI03069,Intesa Sanpaolo S.p.A,02032910156,Comune di Novate Milanese,20026,MI,40.40,2026-03-08T00:00:00.000,in_violazione_cds
45021014,ABI36080,Admiral Pay IP S.r.l.,80050050154,Regione Lombardia,20124,MI,337.84,2026-03-08T00:00:00.000,RL_BIL_PAGOPAPOST
45021013,ABI03069,Intesa Sanpaolo S.p.A,00792720153,Comune di Garbagnate Milanese,20024,MI,29.40,2026-03-08T00:00:00.000,mg_violazioni_cds
45021012,ABI03069,Intesa Sanpaolo S.p.A,84507570152,Comune di Lodi,26900,LO,94.00,2026-03-08T00:00:00.000,mg_tari
45021011,MOONITMMXXX,MOONEY S.P.A.,82000950160,Comune di Bonate Sopra,24040,BG,188.52,2026-03-08T00:00:00.000,in_violazione_cds
45021010,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,148.43,2026-03-08T00:00:00.000,Tassa Auto
45021009,ABI03069,Intesa Sanpaolo S.p.A,00297960197,Comune di Cremona,26100,CR,279.00,2026-03-08T00:00:00.000,is_cuptemp
45021008,ABI03069,Intesa Sanpaolo S.p.A,09323530965,ASST Rhodense,20024,MI,1282.92,2026-03-08T00:00:00.000,ASST706_RETTE_RSA
45021007,PPAYITR1XXX,Postepay,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,15.00,2026-03-08T00:00:00.000,ASST925_TASSA_CONC
45021006,POSOIT22XXX,Banca Popolare di Sondrio,00097780142,Comune di Delebio,23014,SO,55.00,2026-03-08T00:00:00.000,SS_MENSE
45021005,ABI03069,Intesa Sanpaolo S.p.A,03700710126,Comune di Cadrezzate con Osmate,21062,VA,27.00,2026-03-08T00:00:00.000,SP_TRASPORTO_SCOLASTICO
45021004,ABI03069,Intesa Sanpaolo S.p.A,03700710126,Comune di Cadrezzate con Osmate,21062,VA,30.10,2026-03-08T00:00:00.000,SS_MENSE
45021214,ABI08692,CREDITO COOPERATIVO DI BRESCIA,00761890177,Comune di Brescia,25121,BS,29.40,2026-03-08T01:00:00.000,ts_sanamm
45021213,BCITITMM,Intesa Sanpaolo S.p.A,00988090148,ASST della Valtellina e dell'Alto Lario,23100,SO,30.50,2026-03-08T01:00:00.000,TICKET_SANITARIO
45021100,LB000484,Revolut Payments UAB,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.00,2026-03-08T01:00:00.000,pedaggi
45021029,BCITITMM,Intesa Sanpaolo S.p.A,80005370137,Comune di Como,22100,CO,29.40,2026-03-08T01:00:00.000,meg_violazioni_cds
45021027,ABI03069,Intesa Sanpaolo S.p.A,82000950160,Comune di Bonate Sopra,24040,BG,247.42,2026-03-08T01:00:00.000,in_violazione_cds
