id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
47314147,BPMOIT22,BPER Banca S.p.A.,00098990146,Comune di Morbegno,23017,SO,29.40,2026-05-04T00:00:00.000,in_violazione_cds
47314146,WOLLNLB1,Worldpay BV,00801220153,Comune di Bollate,20021,MI,108.50,2026-05-04T00:00:00.000,pj_mensascolastica
47314145,ABI03069,Intesa Sanpaolo S.p.A,80008750178,Provincia di Brescia,25121,BS,44.40,2026-05-04T00:00:00.000,os_verbali_pp
47314144,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,259.27,2026-05-04T00:00:00.000,Tassa Auto
47314143,PPAYITR1XXX,Postepay,00283240125,Comune di Sesto Calende,21018,VA,32.16,2026-05-04T00:00:00.000,app_mensascolastica
47314142,CIPBITMM,Nexi,04114370168,ASST Papa Giovanni XXIII,24127,BG,36.00,2026-05-04T00:00:00.000,PRENOTA_SALUTE
47314141,ABI05387,BPER,00098990146,Comune di Morbegno,23017,SO,60.90,2026-05-04T00:00:00.000,in_violazione_cds
47314140,PPAYITR1XXX,Postepay,00283240125,Comune di Sesto Calende,21018,VA,103.15,2026-05-04T00:00:00.000,app_mensascolastica
47314139,MOONITMMXXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,231.69,2026-05-04T00:00:00.000,Tassa Auto
47314138,WOLLNLB1,Worldpay BV,00801220153,Comune di Bollate,20021,MI,101.50,2026-05-04T00:00:00.000,pj_mensascolastica
47314137,ABI36080,Admiral Pay IP S.r.l.,82000950160,Comune di Bonate Sopra,24040,BG,130.98,2026-05-04T00:00:00.000,in_violazione_cds
47314135,CIPBITMM,Nexi,05017630152,ARIA S.p.A.,20154,MI,50.00,2026-05-04T00:00:00.000,CENED ricarica portafoglio
47314134,CIPBITMM,Nexi,04114450168,ASST di Bergamo Ovest,24047,BG,25.00,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314133,UNCRITMM,UniCredit S.p.A.,09319690963,ASST Fatebenefratelli Sacco,20157,MI,8.70,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314132,CIPBITMM,Nexi,03510050127,ASST Dei Sette Laghi,21100,VA,36.00,2026-05-04T00:00:00.000,PRENOTA_SALUTE
47314131,ABI02008,Unicredit S.p.A,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,112.00,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314130,ABI03069,Intesa Sanpaolo S.p.A,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,40.00,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314129,PPAYITR1XXX,Postepay,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,36.00,2026-05-04T00:00:00.000,PRENOTA_SALUTE
47314128,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,220.06,2026-05-04T00:00:00.000,Tassa Auto
47314127,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,52.58,2026-05-04T00:00:00.000,Tassa Auto
47314126,PPAYITR1XXX,Postepay,85001870188,Comune di Vigevano,27029,PV,29.40,2026-05-04T00:00:00.000,ts_verbali_cds
47314125,BCITITMM,Intesa Sanpaolo S.p.A,00854930179,Comune di San Gervasio Bresciano,25020,BS,104.40,2026-05-04T00:00:00.000,MENSA_RL
47314124,ABI03069,Intesa Sanpaolo S.p.A,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,282.85,2026-05-04T00:00:00.000,ALER_PV
47314123,LB000484,Revolut Payments UAB,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,36.00,2026-05-04T00:00:00.000,PRENOTA_SALUTE
47314122,CIPBITMM,Nexi,00988090148,ASST della Valtellina e dell'Alto Lario,23100,SO,25.00,2026-05-04T00:00:00.000,PRENOTA_SALUTE
47314121,PPAYITR1XXX,Postepay,03510190121,ASST Valle Olona,21052,VA,17.90,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314120,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,185.68,2026-05-04T00:00:00.000,Tassa Auto
47314119,PASCITMM,Banca Monte dei Paschi di Siena,00801220153,Comune di Bollate,20021,MI,42.00,2026-05-04T00:00:00.000,pj_rettenido
47314114,MOONITMMXXX,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,1.80,2026-05-04T00:00:00.000,pedaggi
47314113,UNCRITMM,UniCredit S.p.A.,00988090148,ASST della Valtellina e dell'Alto Lario,23100,SO,25.00,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314112,CIPBITMM,Nexi,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,36.00,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314111,CIPBITMM,Nexi,04114450168,ASST di Bergamo Ovest,24047,BG,36.00,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314110,BCITITMM,Intesa Sanpaolo S.p.A,09322180960,ASST di Lodi,26900,LO,36.00,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314109,CIPBITMM,Nexi,12698710964,Fondazione IRCCS San Gerardo dei Tintori di Monza,20900,MB,29.11,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314214,PPAYITR1XXX,Postepay,80050050154,Regione Lombardia,20124,MI,23.00,2026-05-04T00:00:00.000,Licenza di Pesca
47314213,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,142.31,2026-05-04T00:00:00.000,Tassa Auto
47314212,CIPBITMM,Nexi,00988090148,ASST della Valtellina e dell'Alto Lario,23100,SO,25.00,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314211,ABI03069,Intesa Sanpaolo S.p.A,00297960197,Comune di Cremona,26100,CR,34.00,2026-05-04T00:00:00.000,gm_cimit_votive
47314210,ABI03069,Intesa Sanpaolo S.p.A,00304310196,Comune di Sospiro,26048,CR,19.20,2026-05-04T00:00:00.000,dg_cimiteriali
47314209,ABI08441,Credito Cooperativo di Caravaggio Adda e Cremasco,01629350198,ASST di Crema,26013,CR,5.50,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314208,CIPBITMM,Nexi,02613080189,ASST di Pavia,27100,PV,26.20,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314207,ABI03069,Intesa Sanpaolo S.p.A,00297960197,Comune di Cremona,26100,CR,68.00,2026-05-04T00:00:00.000,gm_cimit_votive
47314206,CIPBITMM,Nexi,00657640165,Comune di Arcene,24040,BG,50.00,2026-05-04T00:00:00.000,app_mensascolastica
47314205,ABI03069,Intesa Sanpaolo S.p.A,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,17.90,2026-05-04T00:00:00.000,TICKET_SANITARIO
47314204,MOONITMMXXX,MOONEY S.P.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-05-04T00:00:00.000,ts_sanamm
47314203,ABI03069,Intesa Sanpaolo S.p.A,00761890177,Comune di Brescia,25121,BS,516.00,2026-05-04T00:00:00.000,sch_onerisanzioni
47314202,ABI03069,Intesa Sanpaolo S.p.A,00623530136,Comune di Lecco,23900,LC,30.00,2026-05-04T00:00:00.000,mg_sue
